2022. 10. 10. 16:42,,조선비즈,https://v.daum.net/channel/216/home,박성우 기자,"美, 中 반도체 규제.. 중국 진출 삼성·SK하이닉스 '촉각'",https://v.daum.net/v/20221010163603109,중국,공장,반도체
2022. 10. 10. 16:31,,이데일리,https://v.daum.net/channel/6/home,장영은,2년만에 문 활짝 여는 日..엔저 특수 누리나,https://v.daum.net/v/20221010163114010,일본,여행,입국
2022. 10. 10. 16:20,,JIBS,https://v.daum.net/channel/133708/home,제주방송 정용기,제주 올 가을 들어 가장 춥다,https://v.daum.net/v/20221010162005809,기온,제주,기상청
2022. 10. 10. 16:28,,국제신문,https://v.daum.net/channel/174606/home,김인수 기자,화려한 빛의 향연..진주남강유등축제 개막,https://v.daum.net/v/20221010162804940,축제,남강,진주성
2022. 10. 10. 16:30,,머니투데이,https://v.daum.net/channel/5/home,정혜인 기자,美 규제 공포에 반도체주 '와르르'..상하이 3000선 붕괴 [Asia마감],https://v.daum.net/v/20221010163043001,중국,반도체,거래
2022. 10. 10. 16:27,,뉴시스,https://v.daum.net/channel/21/home,전재훈,"음주운전 징계 서울 경찰, 5년반 동안 77명..대부분 정직",https://v.daum.net/v/20221010162718928,음주운전,징계,서울
2022. 10. 10. 16:32,,뉴스1,https://v.daum.net/channel/396/home,박혜연 기자,"野 ""이관섭·감사위원 국감 출석해야""..與 ""국감 파행으로 몰고 가나""",https://v.daum.net/v/20221010163254047,감사,감사원,출석
2022. 10. 10. 16:32,,대전일보,https://v.daum.net/channel/98009/home,백유진 기자,"부동산침체 내년 본격화?..""2년 후 입주물량 과잉에 집값 반토막""",https://v.daum.net/v/20221010163205024,물량,입주,가구
2022. 10. 10. 16:57,,MBC,https://v.daum.net/channel/98/home,김희웅 hwoong@mbc.co.kr,푸틴 보복인가?..우크라 키이우 미사일 공습당해,https://v.daum.net/v/20221010164907333,우크라이나,폭발,이우
2022. 10. 10. 16:36,,국민일보,https://v.daum.net/channel/45/home,송경모,'엉터리 해외 입양' 증거 나왔다.. 친부모 있는데 '고아' 기재,https://v.daum.net/v/20221010163627115,입양,서류,기재
2022. 10. 10. 17:03,,매일경제,https://v.daum.net/channel/7/home,레이더P1,정부권력 vs 의회권력 끝장충돌..2년 뒤 총선까지 가야 결판난다 [스페셜리포트],https://v.daum.net/v/20221010170310515,지지,대선,권력
2022. 10. 10. 16:58,,MBC,https://v.daum.net/channel/98/home,김현지 local@mbc.co.kr,국정원 이어 경기교육청도 '신영복체'로 쓰인 직인 글씨체 교체,https://v.daum.net/v/20221010165807445,신영복,교수,글씨
2022. 10. 10. 16:42,,SBS Biz,https://v.daum.net/channel/189/home,김정연 기자,네이버와 카카오의 추락..올해 시가총액 63조 '증발',https://v.daum.net/v/20221010164201233,하락,네이버,주가
2022. 10. 10. 16:47,,채널A,https://v.daum.net/channel/317/home,이현수,"""키이우 폭격, 최소 5명 숨지고 12명 다쳐""",https://v.daum.net/v/20221010164743308,이우,폭격,최소
2022. 10. 10. 16:49,,머니투데이,https://v.daum.net/channel/5/home,안채원 기자,"與 법사위원 ""野, 감사 권한 볼모로 으름장..깊은 유감""",https://v.daum.net/v/20221010164900331,감사,감사원,요구
2022. 10. 10. 17:03,,매일경제,https://v.daum.net/channel/7/home,김대은,젠더갈등 게임판 강타..이 게임 캐릭터 선정성때문이라는데 [아이티라떼],https://v.daum.net/v/20221010170314517,게임,민원,게이머
article_last_modified_date,article_media_image_src,article_media_name,article_media_url,article_reporter,article_title,article_url,keyword_1,keyword_2,keyword_3
2022. 10. 10. 16:49,,머니투데이,https://v.daum.net/channel/5/home,안채원 기자,"與 법사위원 ""野, 감사 권한 볼모로 으름장..깊은 유감""",https://v.daum.net/v/20221010164900331,감사,감사원,요구
2022. 10. 10. 17:03,,매일경제,https://v.daum.net/channel/7/home,이상덕,아이폰 갖고 놀이기구 타니 911에서 구조 전화 수십통,https://v.daum.net/v/20221010170320519,기능,아이폰,감지
2022. 10. 10. 17:03,,매일경제,https://v.daum.net/channel/7/home,김대은,젠더갈등 게임판 강타..이 게임 캐릭터 선정성때문이라는데 [아이티라떼],https://v.daum.net/v/20221010170314517,게임,민원,게이머
2022. 10. 10. 16:23,,kbc광주방송,https://v.daum.net/channel/133710/home,고우리,"""큰아들 아닌 내가 횡령""..박수홍 父가 불러온 '친족상도례' 논쟁",https://v.daum.net/v/20221010162302848,친족상도례,친족,횡령
2022. 10. 10. 16:57,,MBC,https://v.daum.net/channel/98/home,김희웅 hwoong@mbc.co.kr,푸틴 보복인가?..우크라 키이우 미사일 공습당해,https://v.daum.net/v/20221010164907333,우크라이나,폭발,이우
2022. 10. 10. 16:20,,JIBS,https://v.daum.net/channel/133708/home,제주방송 정용기,제주 올 가을 들어 가장 춥다,https://v.daum.net/v/20221010162005809,기온,제주,기상청
2022. 10. 10. 16:58,,MBC,https://v.daum.net/channel/98/home,김현지 local@mbc.co.kr,국정원 이어 경기교육청도 '신영복체'로 쓰인 직인 글씨체 교체,https://v.daum.net/v/20221010165807445,신영복,교수,글씨
2022. 10. 10. 17:03,,매일경제,https://v.daum.net/channel/7/home,레이더P1,정부권력 vs 의회권력 끝장충돌..2년 뒤 총선까지 가야 결판난다 [스페셜리포트],https://v.daum.net/v/20221010170310515,지지,대선,권력
2022. 10. 10. 16:27,,뉴스1,https://v.daum.net/channel/396/home,이종재 기자 한귀섭 기자,"""소유하지도 않는 증여 땅""날벼락..기초수급 중단에 ""살길 막막""",https://v.daum.net/v/20221010162723931,수급,기초,대상자
2022. 10. 10. 16:32,,뉴스1,https://v.daum.net/channel/396/home,박혜연 기자,"野 ""이관섭·감사위원 국감 출석해야""..與 ""국감 파행으로 몰고 가나""",https://v.daum.net/v/20221010163254047,감사,감사원,출석
2022. 10. 10. 16:28,,국제신문,https://v.daum.net/channel/174606/home,김인수 기자,화려한 빛의 향연..진주남강유등축제 개막,https://v.daum.net/v/20221010162804940,축제,남강,진주성
2022. 10. 10. 16:32,,대전일보,https://v.daum.net/channel/98009/home,백유진 기자,"부동산침체 내년 본격화?..""2년 후 입주물량 과잉에 집값 반토막""",https://v.daum.net/v/20221010163205024,물량,입주,가구
2022. 10. 10. 16:30,,머니투데이,https://v.daum.net/channel/5/home,정혜인 기자,美 규제 공포에 반도체주 '와르르'..상하이 3000선 붕괴 [Asia마감],https://v.daum.net/v/20221010163043001,중국,반도체,거래
2022. 10. 10. 16:27,,뉴시스,https://v.daum.net/channel/21/home,전재훈,"음주운전 징계 서울 경찰, 5년반 동안 77명..대부분 정직",https://v.daum.net/v/20221010162718928,음주운전,징계,서울
2022. 10. 10. 16:23,,뉴스1,https://v.daum.net/channel/396/home,김유승 기자,"與 당권주자 간 치열한 '난타전' 개시..""당 대표 적임자는 바로 나""",https://v.daum.net/v/20221010162344863,자신,비판,주자
2022. 10. 10. 16:42,,조선비즈,https://v.daum.net/channel/216/home,박성우 기자,"美, 中 반도체 규제.. 중국 진출 삼성·SK하이닉스 '촉각'",https://v.daum.net/v/20221010163603109,중국,공장,반도체
2022. 10. 10. 16:31,,이데일리,https://v.daum.net/channel/6/home,장영은,2년만에 문 활짝 여는 日..엔저 특수 누리나,https://v.daum.net/v/20221010163114010,일본,여행,입국
2022. 10. 10. 16:36,,국민일보,https://v.daum.net/channel/45/home,송경모,'엉터리 해외 입양' 증거 나왔다.. 친부모 있는데 '고아' 기재,https://v.daum.net/v/20221010163627115,입양,서류,기재
2022. 10. 10. 16:42,,SBS Biz,https://v.daum.net/channel/189/home,김정연 기자,네이버와 카카오의 추락..올해 시가총액 63조 '증발',https://v.daum.net/v/20221010164201233,하락,네이버,주가
2022. 10. 10. 16:47,,채널A,https://v.daum.net/channel/317/home,이현수,"""키이우 폭격, 최소 5명 숨지고 12명 다쳐""",https://v.daum.net/v/20221010164743308,이우,폭격,최소
